cod_musica,cod_interprete
601,43
602,43
603,44
604,44
605,44
606,44
607,44
608,44
609,44
610,44
611,44
612,44
613,44
614,44
615,45
616,45
617,45
618,45
619,45
620,45
621,45
622,45
623,45
624,45
625,45
626,45
627,45
628,45
629,45
630,45
631,45
632,45
633,46
634,46
635,46
636,46
637,46
638,46
639,46
640,46
641,46
642,46
643,46
644,46
645,46
646,46
647,46
648,46
649,46
650,47
651,47
652,47
653,47
654,47
655,47
656,47
657,47
658,47
659,47
660,47
661,48
662,48
663,48
664,48
665,48
666,48
667,48
668,48
669,48
670,48
671,48
672,48
673,48
674,48
675,14
676,14
677,14
678,14
679,14
680,14
681,14
682,14
683,14
684,14
685,14
686,14
687,14
688,14
689,14
690,50
691,50
692,50
693,50
694,50
695,50
696,50
697,50
698,50
699,50
700,50
701,50
702,50
703,50
704,50
705,50
706,50
707,50
708,50
709,50
710,50
711,50
712,50
713,50
714,50
715,50
716,50
717,51
718,51
719,51
720,51
721,51
722,51
723,51
724,51
725,51
726,51
727,51
728,51
729,52
730,52
731,52
732,52
733,52
734,52
735,52
736,52
737,52
738,52
739,52
740,52
741,53
742,53
743,53
744,53
745,53
746,53
747,53
748,53
749,53
750,53
751,53
752,53
753,53
754,53
755,53
756,53
757,54
758,54
759,54
760,54
761,54
762,54
763,54
764,54
765,54
766,54
767,54
768,54
769,55
770,55
771,55
772,55
773,55
774,55
775,55
776,55
777,55
778,55
779,55
780,55
781,55
782,55
783,55
784,55
785,55
786,55
787,55
788,55
789,55
790,55
791,55
792,55
793,55
794,55
795,55
796,55
797,55
798,55
799,55
800,55
801,56
802,56
803,56
804,56
805,56
806,56
807,56
808,56
809,56
810,56
811,56
812,56
813,56
814,56
815,57
816,57
817,57
818,57
819,57
820,57
821,57
822,57
823,57
824,57
825,57
826,57
827,57
828,57
829,57
830,57
831,58
832,58
833,58
834,58
835,58
836,58
837,58
838,58
839,58
840,58
841,58
842,58
843,59
844,59
845,59
846,59
847,59
848,59
849,59
850,59
851,59
852,59
853,59
854,59
855,59
856,59
857,59
858,59
859,59
860,59
861,59
862,59
863,59
864,59
865,59
866,59
867,59
868,59
869,59
870,59
871,59
872,59
873,59
874,59
875,59
876,61
877,61
878,61
879,61
880,61
881,61
882,61
883,61
884,61
885,61
886,61
887,61
888,61
889,61
890,61
891,61
892,61
893,61
894,61
895,61
896,61
897,61
898,61
899,61
900,62
901,62
902,62
903,62
904,62
905,62
906,62
907,62
908,62
909,62
910,62
911,62
912,62
913,62
914,62
915,62
916,62
917,62
918,63
919,63
920,63
921,63
922,63
923,63
924,63
925,63
926,63
927,63
928,63
929,63
930,63
931,63
932,63
933,63
934,63
935,64
936,64
937,64
938,64
939,64
940,64
941,64
942,64
943,64
944,64
945,64
946,64
947,64
948,64
949,64
950,64
951,64
952,64
953,64
954,64
955,64
956,64
957,64
958,64
959,64
960,65
961,65
962,65
963,65
964,65
965,65
966,65
967,65
968,65
969,65
970,65
971,65
972,66
973,66
974,66
975,66
976,66
977,66
978,66
979,66
980,66
981,66
982,66
983,66
984,66
985,66
986,66
987,66
988,66
989,66
990,66
991,67
992,67
993,67
994,67
995,67
996,67
997,67
998,67
999,67
1000,67
1001,67
1002,67
1003,68
1004,68
1005,68
1006,68
1007,68
1008,68
1009,68
1010,68
1011,68
1012,68
1013,68
1014,68
1015,69
1016,69
1017,69
1018,69
1019,69
1020,69
1021,69
1022,69
1023,69
1024,69
1025,69
1026,69
1027,69
1028,69
1029,71
1030,71
1031,71
1032,71
1033,71
1034,71
1035,71
1036,71
1037,71
1038,71
1039,71
1040,71
1041,72
1042,72
1043,72
1044,72
1045,72
1046,72
1047,72
1048,72
1049,72
1050,72
1051,72
1052,72
1053,72
1054,72
1055,73
1056,73
1057,73
1058,73
1059,73
1060,73
1061,73
1062,73
1063,73
1064,73
1065,73
1066,73
1067,73
1068,73
1069,73
1070,73
1071,73
1072,74
1073,74
1074,74
1075,74
1076,74
1077,74
1078,74
1079,74
1080,74
1081,74
1082,74
1083,74
1084,75
1085,75
1086,75
1087,75
1088,75
1089,75
1090,75
1091,75
1092,75
1093,75
1094,75
1095,76
1096,76
1097,76
1098,76
1099,76
1100,76
1101,76
1102,76
1103,76
1104,76
1105,76
1106,76
1107,77
1108,77
1109,77
1110,77
1111,77
1112,77
1113,77
1114,77
1115,77
1116,77
1117,77
1118,77
1119,77
1120,77
1121,78
1122,78
1123,78
1124,78
1125,78
1126,78
1127,78
1128,78
1129,78
1130,78
1131,78
1132,78
1133,78
1134,78
1135,79
1136,79
1137,79
1138,79
1139,79
1140,79
1141,79
1142,79
1143,79
1144,79
1145,79
1146,79
1147,79
1148,79
1149,80
1150,80
1151,80
1152,80
1153,80
1154,80
1155,80
1156,80
1157,80
1158,80
1159,80
1160,80
1161,80
1162,80
1163,80
1164,80
1165,80
1166,80
1167,80
1168,80
1169,80
1170,80
1171,80
1172,81
1173,81
1174,81
1175,81
1176,81
1177,81
1178,81
1179,81
1180,81
1181,81
1182,81
1183,81
1184,81
1185,81
1186,81
1187,81
1188,81
1189,81
1190,81
1191,81
1192,81
1193,82
1194,82
1195,82
1196,82
1197,82
1198,82
1199,82
1200,82
1201,82
1202,82
1203,82
1204,82
1205,82
1206,82
1207,82
1208,82
1209,82
1210,82
1211,82
1212,82
1213,83
1214,83
1215,83
1216,83
1217,83
1218,83
1219,83
1220,83
1221,83
1222,83
1223,83
1224,83
1225,83
1226,83
1227,83
1228,83
1229,83
1230,84
1231,84
1232,84
1233,84
1234,84
1235,84
1236,84
1237,84
1238,84
1239,84
1240,84
1241,84
1242,85
1243,85
1244,85
1245,85
1246,85
1247,85
1248,85
1249,85
1250,85
1251,85
1252,85
1253,85
1254,85
1255,85
1256,85
1257,85
1258,85
1259,85
1260,85
1261,85
1262,86
1263,86
1264,86
1265,86
1266,86
1267,86
1268,86
1269,86
1270,86
1271,86
1272,86
1273,86
1274,87
1275,87
1276,87
1277,87
1278,87
1279,87
1280,87
1281,87
1282,87
1283,87
1284,87
1285,88
1286,88
1287,88
1288,88
1289,88
1290,88
1291,88
1292,88
1293,88
1294,88
1295,89
1296,89
1297,89
1298,89
1299,89
1300,89
1301,89
1302,89
1303,89
1304,89
1305,89
1306,89
1307,89
1308,89
1309,89
1310,89
1311,90
1312,90
1313,90
1314,90
1315,90
1316,90
1317,90
1318,90
1319,90
1320,90
1321,90
1322,90
1323,90
1324,90
1325,90
1326,90
1327,91
1328,91
1329,91
1330,91
1331,91
1332,91
1333,91
1334,91
1335,91
1336,91
1337,91
1338,91
1339,91
1340,91
1341,92
1342,92
1343,92
1344,92
1345,92
1346,92
1347,92
1348,92
1349,92
1350,92
1351,92
1352,92
1353,93
1354,93
1355,93
1356,93
1357,93
1358,93
1359,93
1360,93
1361,93
1362,93
1363,93
1364,93
1365,93
1366,94
1367,94
1368,94
1369,94
1370,94
1371,94
1372,94
1373,94
1374,94
1375,94
1376,94
1377,94
1378,95
1379,95
1380,95
1381,95
1382,95
1383,95
1384,95
1385,95
1386,95
1387,95
1388,95
1389,95
1390,95
1391,95
1392,95
1393,95
1394,95
1395,96
1396,96
1397,96
1398,96
1399,96
1400,96
1401,96
1402,96
1403,96
1404,96
1405,96
1406,96
1407,96
1408,96
1409,96
1410,96
1411,96
1412,97
1413,97
1414,97
1415,97
1416,97
1417,97
1418,97
1419,97
1420,97
1421,97
1422,97
1423,97
1424,98
1425,98
1426,98
1427,98
1428,98
1429,98
1430,98
1431,98
1432,98
1433,98
1434,98
1435,98
1436,98
1437,98
1438,99
1439,99
1440,99
1441,99
1442,99
1443,99
1444,99
1445,99
1446,99
1447,99
1448,99
1449,99
1450,99
1451,99
1452,99
1453,99
1454,99
1455,99
1456,100
1457,100
1458,100
1459,100
1460,100
1461,100
1462,100
1463,100
1464,100
1465,100
1466,100
1467,100
1468,100
1469,101
1470,101
1471,101
1472,101
1473,101
1474,101
1475,101
1476,101
1477,101
1478,101
1479,101
1480,102
1481,102
1482,102
1483,102
1484,102
1485,102
1486,102
1487,102
1488,102
1489,102
1490,102
1491,102
1492,102
1493,102
1494,102
1495,103
1496,103
1497,103
1498,103
1499,103
1500,103
1501,103
1502,103
1503,103
1504,103
1505,103
1506,103
1507,103
1508,103
1509,103
1510,104
1511,104
1512,104
1513,104
1514,104
1515,104
1516,104
1517,104
1518,104
1519,104
1520,104
1521,104
1522,104
1523,104
1524,105
1525,105
1526,105
1527,105
1528,105
1529,105
1530,105
1531,105
1532,105
1533,105
1534,105
1535,105
1536,105
1537,105
1538,105
1539,105
1540,105
1541,105
1542,105
1543,105
1544,106
1545,106
1546,106
1547,106
1548,106
1549,106
1550,106
1551,106
1552,106
1553,106
1554,106
1555,106
1556,108
1557,108
1558,108
1559,108
1560,108
1561,108
1562,108
1563,108
1564,108
1565,108
1566,108
1567,108
1568,106
1569,106
1570,106
1571,106
1572,106
1573,106
1574,106
1575,106
1576,106
1577,106
1578,106
1579,106
1580,107
1581,108
1582,108
1583,108
1584,109
1585,109
1586,109
1587,109
1588,109
1589,109
1590,109
1591,109
1592,109
1593,109
1594,109
1595,109
1596,109
1597,109
1598,109
1599,109
1600,110
1601,110
1602,110
1603,110
1604,110
1605,110
1606,110
1607,110
1608,110
1609,110
1610,110
1611,110
1612,110
1613,110
1614,111
1615,111
1616,111
1617,111
1618,111
1619,111
1620,111
1621,111
1622,111
1623,111
1624,111
1625,111
1626,111
1627,111
1628,111
1629,111
1630,111
1631,111
1632,111
1633,111
1634,111
1635,111
1636,111
1637,111
1638,112
1639,112
1640,112
1641,112
1642,112
1643,112
1644,112
1645,112
1646,112
1647,112
1648,113
1649,113
1650,113
1651,113
1652,113
1653,113
1654,113
1655,113
1656,113
1657,113
1658,113
1659,113
1660,113
1661,113
1662,113
1663,113
1664,114
1665,114
1666,114
1667,114
1668,114
1669,114
1670,114
1671,114
1672,114
1673,114
1674,114
1675,114
1676,114
1677,114
1678,114
1679,114
1680,115
1681,115
1682,115
1683,115
1684,115
1685,115
1686,115
1687,115
1688,115
1689,115
1690,115
1691,115
1692,116
1693,116
1694,116
1695,116
1696,116
1697,116
1698,116
1699,116
1700,116
1701,116
1702,116
1703,116
1704,116
1705,116
1706,116
1707,116
1708,117
1709,117
1710,117
1711,117
1712,117
1713,117
1714,117
1715,117
1716,117
1717,117
1718,117
1719,117
1720,117
1721,117
1722,118
1723,118
1724,118
1725,118
1726,118
1727,118
1728,118
1729,118
1730,118
1731,118
1732,118
1733,118
1734,118
1735,119
1736,119
1737,119
1738,119
1739,119
1740,119
1741,119
1742,119
1743,119
1744,119
1745,119
1746,119
1747,119
1748,119
1749,119
1750,119
1751,119
1752,119
1753,119
1754,119
1755,119
1756,119
1757,120
1758,120
1759,120
1760,120
1761,120
1762,120
1763,120
1764,120
1765,120
1766,120
1767,120
1768,121
1769,121
1770,121
1771,121
1772,121
1773,121
1774,121
1775,121
1776,121
1777,121
1778,121
1779,121
1780,122
1781,122
1782,122
1783,122
1784,122
1785,122
1786,122
1787,122
1788,122
1789,122
1790,122
1791,122
1792,122
1793,122
1794,122
1795,122
1796,122
1797,122
1798,122
1799,122
1800,122
1801,122
1802,122
1803,122
1804,123
1805,123
1806,123
1807,123
1808,123
1809,123
1810,123
1811,123
1812,123
1813,123
1814,123
1815,123
1816,123
1817,123
1818,123
1819,124
1820,124
1821,124
1822,124
1823,124
1824,124
1825,124
1826,124
1827,124
1828,124
1829,124
1830,124
1831,124
1832,125
1833,125
1834,125
1835,125
1836,125
1837,125
1838,125
1839,125
1840,125
1841,125
1842,125
1843,125
1844,125
1845,125
1846,125
1847,126
1848,126
1849,126
1850,126
1851,126
1852,126
1853,126
1854,126
1855,126
1856,126
1857,126
1858,126
1859,127
1860,127
1861,127
1862,127
1863,127
1864,127
1865,127
1866,127
1867,127
1868,127
1869,127
1870,127
1871,127
1872,127
1873,127
1874,127
1875,128
1876,128
1877,128
1878,128
1879,128
1880,128
1881,128
1882,128
1883,128
1884,128
1885,128
1886,128
1887,128
1888,128
1889,129
1890,129
1891,129
1892,129
1893,129
1894,129
1895,129
1896,129
1897,129
1898,129
1899,129
1900,129
1901,129
1902,129
1903,130
1904,130
1905,130
1906,130
1907,130
1908,130
1909,130
1910,130
1911,130
1912,130
1913,130
1914,130
1915,130
1916,130
1917,130
1918,130
1919,130
1920,130
1921,130
1922,130
1923,130
1924,130
1925,130
1926,130
1927,130
1928,130
1929,130
1930,130
1931,131
1932,131
1933,131
1934,131
1935,131
1936,131
1937,131
1938,131
1939,131
1940,131
1941,132
1942,132
1943,132
1944,132
1945,132
1946,132
1947,132
1948,132
1949,132
1950,132
1951,132
1952,132
1953,132
1954,132
1955,132
1956,132
1957,132
1958,132
1959,132
1960,132
1961,132
1962,132
1963,133
1964,133
1965,133
1966,133
1967,133
1968,133
1969,133
1970,133
1971,133
1972,133
1973,133
1974,134
1975,134
1976,134
1977,134
1978,134
1979,134
1980,134
1981,134
1982,134
1983,134
1984,134
1985,134
1986,134
1987,134
1988,135
1989,135
1990,135
1991,135
1992,135
1993,135
1994,135
1995,135
1996,135
1997,135
1998,135
1999,135
2000,135
2001,135
2002,135
2003,136
2004,136
2005,136
2006,136
2007,136
2008,136
2009,136
2010,136
2011,136
2012,136
2013,136
2014,136
2015,136
2016,136
2017,136
2018,136
2019,136
2020,136
2021,136
2022,136
2023,137
2024,137
2025,137
2026,137
2027,137
2028,137
2029,137
2030,137
2031,137
2032,137
2033,137
2034,137
2035,137
2036,137
2037,137
2038,137
2039,139
2040,139
2041,139
2042,139
2043,139
2044,139
2045,139
2046,139
2047,139
2048,139
2049,139
2050,140
2051,140
2052,140
2053,140
2054,140
2055,140
2056,140
2057,140
2058,140
2059,140
2060,140
2061,140
2062,140
2063,140
2064,140
2065,140
2066,140
2067,142
2068,142
2069,142
2070,142
2071,142
2072,142
2073,142
2074,142
2075,142
2076,142
2077,142
2078,142
2079,142
2080,142
2081,142
2082,142
2083,142
2084,142
2085,142
2086,142
2087,142
2088,142
2089,143
2090,143
2091,143
2092,143
2093,143
2094,143
2095,143
2096,143
2097,143
2098,143
2099,143
2100,143
2101,144
2102,144
2103,144
2104,144
2105,144
2106,144
2107,144
2108,144
2109,144
2110,144
2111,144
2112,144
2113,144
2114,144
2115,144
2116,144
2117,144
2118,144
2119,144
2120,144
2121,145
2122,145
2123,145
2124,145
2125,145
2126,145
2127,145
2128,145
2129,145
2130,145
2131,145
2132,145
2133,145
2134,145
2135,145
2136,146
2137,146
2138,146
2139,146
2140,146
2141,146
2142,146
2143,146
2144,146
2145,146
2146,146
2147,146
2148,146
2149,147
2150,147
2151,147
2152,147
2153,147
2154,147
2155,147
2156,147
2157,147
2158,147
2159,147
2160,147
2161,147
2162,147
2163,147
2164,147
2165,147
2166,147
2167,147
2168,147
2169,148
2170,148
2171,148
2172,148
2173,148
2174,148
2175,148
2176,148
2177,148
2178,148
2179,148
2180,148
2181,148
2182,148
2183,148
2184,148
2185,149
2186,149
2187,149
2188,149
2189,149
2190,149
2191,149
2192,149
2193,149
2194,149
2195,150
2196,150
2197,150
2198,150
2199,150
2200,150
2201,150
2202,150
2203,150
2204,150
2205,150
2206,150
2207,151
2208,151
2209,151
2210,151
2211,151
2212,151
2213,151
2214,151
2215,151
2216,151
2217,151
2218,151
2219,151
2220,151
2221,152
2222,152
2223,152
2224,152
2225,152
2226,152
2227,152
2228,152
2229,152
2230,152
2231,152
2232,152
2233,152
2234,152
2235,153
2236,153
2237,153
2238,153
2239,153
2240,153
2241,153
2242,153
2243,153
2244,153
2245,153
2246,153
2247,153
2248,154
2249,154
2250,154
2251,154
2252,154
2253,154
2254,154
2255,154
2256,154
2257,154
2258,154
2259,154
2260,155
2261,155
2262,155
2263,155
2264,155
2265,155
2266,155
2267,155
2268,155
2269,155
2270,155
2271,155
2272,155
2273,155
2274,155
2275,155
2276,155
2277,155
2278,155
2279,155
2280,155
2281,155
2282,156
2283,156
2284,156
2285,156
2286,156
2287,156
2288,156
2289,156
2290,156
2291,156
2292,156
2293,156
2294,141
2295,141
2296,141
2297,141
2298,141
2299,141
2300,141
2301,141
2302,141
2303,141
2304,141
2305,141
2306,157
2307,157
2308,157
2309,157
2310,157
2311,157
2312,157
2313,157
2314,157
2315,157
2316,157
2317,157
2318,157
2319,157
2320,157
2321,157
2322,157
2323,157
2324,157
2325,157
2326,158
2327,158
2328,158
2329,158
2330,158
2331,158
2332,158
2333,158
2334,158
2335,158
2336,158
2337,158
2338,158
2339,158
2340,158
2341,159
2342,159
2343,159
2344,159
2345,159
2346,159
2347,159
2348,159
2349,159
2350,159
2351,159
2352,159
2353,160
2354,160
2355,160
2356,160
2357,160
2358,160
2359,160
2360,160
2361,160
2362,160
2363,160
2364,160
2365,161
2366,161
2367,161
2368,161
2369,161
2370,161
2371,161
2372,161
2373,161
2374,161
2375,161
2376,161
2377,161
2378,161
2379,161
2380,161
2381,162
2382,162
2383,162
2384,162
2385,162
2386,162
2387,162
2388,162
2389,162
2390,162
2391,162
2392,162
2393,162
2394,162
2395,162
2396,163
2397,163
2398,163
2399,163
2400,163
2401,163
2402,163
2403,163
2404,163
2405,163
2406,163
2407,163
2408,163
2409,163
2410,163
2411,164
2412,164
2413,164
2414,164
2415,164
2416,164
2417,164
2418,164
2419,164
2420,164
2421,165
2422,165
2423,165
2424,165
2425,165
2426,165
2427,165
2428,165
2429,165
2430,165
2431,166
2432,166
2433,166
2434,166
2435,166
2436,166
2437,166
2438,166
2439,166
2440,166
2441,166
2442,166
2443,166
2444,166
2445,167
2446,167
2447,167
2448,167
2449,167
2450,167
2451,167
2452,167
2453,167
2454,167
2455,168
2456,168
2457,168
2458,168
2459,168
2460,168
2461,168
2462,168
2463,168
2464,168
2465,168
2466,168
2467,168
2468,168
2469,169
2470,169
2471,169
2472,169
2473,169
2474,169
2475,169
2476,169
2477,169
2478,169
2479,169
2480,169
2481,169
2482,169
2483,170
2484,170
2485,170
2486,170
2487,170
2488,170
2489,170
2490,170
2491,170
2492,170
2493,170
2494,170
2495,170
2496,170
2497,171
2498,171
2499,171
2500,171
2501,171
2502,171
2503,171
2504,171
2505,171
2506,171
2507,171
2508,171
2509,171
2510,171
2511,171
2512,173
2513,173
2514,173
2515,173
2516,173
2517,173
2518,173
2519,173
2520,173
2521,173
2522,173
2523,173
2524,173
2525,174
2526,174
2527,174
2528,174
2529,174
2530,174
2531,174
2532,174
2533,174
2534,174
2535,174
2536,174
2537,175
2538,175
2539,175
2540,175
2541,175
2542,175
2543,175
2544,175
2545,175
2546,175
2547,175
2548,175
2549,175
2550,176
2551,176
2552,176
2553,176
2554,176
2555,176
2556,176
2557,176
2558,176
2559,176
2560,176
2561,176
2562,176
2563,176
2564,177
2565,177
2566,177
2567,177
2568,177
2569,177
2570,177
2571,177
2572,177
2573,177
2574,177
2575,177
2576,177
2577,177
2578,178
2579,178
2580,178
2581,178
2582,178
2583,178
2584,178
2585,178
2586,178
2587,178
2588,178
2589,178
2590,178
2591,178
2592,178
2593,178
2594,178
2595,179
2596,179
2597,179
2598,179
2599,179
2600,179
2601,179
2602,179
2603,179
2604,179
2605,179
2606,179
2607,179
2608,179
2609,180
2610,180
2611,180
2612,180
2613,180
2614,180
2615,180
2616,180
2617,180
2618,180
2619,180
2620,180
2621,180
2622,180
2623,181
2624,181
2625,181
2626,181
2627,181
2628,181
2629,181
2630,181
2631,181
2632,181
2633,181
2634,181
2635,181
2636,181
2637,181
2638,181
2639,182
2640,182
2641,182
2642,182
2643,182
2644,182
2645,182
2646,182
2647,182
2648,182
2649,182
2650,182
2651,182
2652,183
2653,183
2654,183
2655,183
2656,183
2657,183
2658,183
2659,183
2660,183
2661,183
2662,183
2663,183
2664,183
2665,183
2666,184
2667,184
2668,184
2669,184
2670,184
2671,184
2672,184
2673,184
2674,184
2675,184
2676,184
2677,184
2678,184
2679,184
2680,184
2681,185
2682,185
2683,185
2684,185
2685,185
2686,185
2687,185
2688,185
2689,185
2690,185
2691,185
2692,185
2693,185
2694,185
2695,185
2696,186
2697,186
2698,186
2699,186
2700,186
2701,186
2702,186
2703,186
2704,186
2705,186
2706,186
2707,186
2708,186
2709,186
2710,186
2711,6
2712,6
2713,187
2714,187
2715,187
2716,187
2717,187
2718,187
2719,187
2720,187
2721,187
2722,187
2723,187
2724,187
2725,187
2726,187
2727,187
2728,187
2729,187
2730,187
2731,188
2732,188
2733,188
2734,188
2735,188
2736,188
2737,188
2738,188
2739,188
2740,188
2741,188
2742,188
2743,188
2744,188
2745,189
2746,189
2747,189
2748,189
2749,189
2750,189
2751,189
2752,189
2753,189
2754,189
2755,189
2756,189
2757,189
2758,189
2759,190
2760,190
2761,190
2762,190
2763,190
2764,190
2765,190
2766,190
2767,190
2768,190
2769,190
2770,190
2771,190
2772,190
2773,190
2774,190
2775,191
2776,191
2777,191
2778,191
2779,191
2780,191
2781,191
2782,191
2783,191
2784,191
2785,191
2786,191
2787,191
2788,191
2789,192
2790,192
2791,192
2792,192
2793,192
2794,192
2795,192
2796,192
2797,192
2798,192
2799,192
2800,192
2801,192
2802,192
2803,192
2804,192
2805,192
2806,192
2807,192
2808,193
2809,193
2810,193
2811,193
2812,193
2813,193
2814,193
2815,193
2816,193
2817,193
2818,193
2819,193
2820,193
2821,194
2822,194
2823,194
2824,194
2825,194
2826,194
2827,194
2828,194
2829,194
2830,194
2831,194
2832,195
2833,195
2834,195
2835,195
2836,195
2837,195
2838,195
2839,195
2840,195
2841,195
2842,195
2843,195
2844,195
2845,195
2846,195
2847,195
2848,196
2849,196
2850,196
2851,196
2852,196
2853,196
2854,196
2855,196
2856,196
2857,196
2858,196
2859,196
2860,196
2861,196
2862,196
2863,196
2864,197
2865,197
2866,197
2867,197
2868,197
2869,197
2870,197
2871,197
2872,197
2873,197
2874,197
2875,197
2876,198
2877,198
2878,198
2879,198
2880,198
2881,198
2882,198
2883,198
2884,198
2885,198
2886,198
2887,198
2888,198
2889,198
2890,198
2891,198
2892,199
2893,199
2894,199
2895,199
2896,199
2897,199
2898,199
2899,199
2900,199
2901,199
2902,199
2903,199
2904,199
2905,199
2906,199
2907,200
2908,200
2909,200
2910,200
2911,200
2912,200
2913,200
2914,200
2915,200
2916,200
2917,201
2918,201
2919,201
2920,201
2921,201
2922,201
2923,201
2924,201
2925,201
2926,201
2927,201
2928,201
2929,201
2930,201
2931,201
2932,201
2933,201
2934,202
2935,202
2936,202
2937,202
2938,202
2939,202
2940,202
2941,202
2942,202
2943,202
2944,202
2945,202
2946,203
2947,203
2948,203
2949,203
2950,203
2951,203
2952,203
2953,203
2954,203
2955,203
2956,203
2957,203
2958,203
2959,203
2960,203
2961,204
2962,204
2963,204
2964,204
2965,204
2966,204
2967,204
2968,204
2969,204
2970,204
2971,205
2972,205
2973,205
2974,205
2975,205
2976,205
2977,205
2978,205
2979,205
2980,205
2981,205
2982,205
2983,205
2984,205
2985,205
2986,206
2987,206
2988,206
2989,206
2990,206
2991,206
2992,206
2993,206
2994,206
